userid,username,forumid,most_active_forum
17980,jayproz,NULL,NULL
17988,klartext,NULL,NULL
17983,Haxxprox,NULL,NULL
18295,king-org,NULL,NULL
18025,Diddy,NULL,NULL
17984,TagKaiss,218,"Hochwertige Accounts"
17985,Karado,NULL,NULL
17986,Stroom,NULL,NULL
17987,S0cht,219,"VPN/ Proxies"
17989,eighty8,NULL,NULL
17993,tangra,NULL,NULL
19133,intelinside,NULL,NULL
17990,impiety,NULL,NULL
17991,w0r3c,NULL,NULL
17992,hihacking,NULL,NULL
17994,mph,NULL,NULL
17996,Pizzaman,181,"Zahlungsmethoden und Cashout"
17997,h4ck3ry0u,NULL,NULL
17998,freeworldboy,NULL,NULL
18000,lisa,NULL,NULL
18786,micheal,236,"Hash Verschlüselungen / Passwort Cracking"
18001,l33terz,NULL,NULL
18005,liddel,NULL,NULL
18006,Schweinebärmann,NULL,NULL
18007,wahrheit,196,"Nachrichten Germany"
18008,wahrheit2,NULL,NULL
18365,PaN9,NULL,NULL
18028,SweeZ,NULL,NULL
18094,terrorist89,NULL,NULL
18736,moussevu,NULL,NULL
18009,ererererg@freenet.de,196,"Nachrichten Germany"
18010,wahrheit3,NULL,NULL
18011,ADMIN&amp;#00,NULL,NULL
18013,Stevosen,NULL,NULL
18012,danube,NULL,NULL
18014,mafioso16,NULL,NULL
18015,jezzY,NULL,NULL
18096,Kamill,188,Vorstellungen
18016,fakten,NULL,NULL
18017,tatsache2,NULL,NULL
18046,miamo,NULL,NULL
18367,xyKyaner,NULL,NULL
18019,terraru,NULL,NULL
18050,flexthebest,249,Offtopic
18020,sa3er,NULL,NULL
18080,sparkasse,NULL,NULL
18021,youtube,249,Offtopic
18023,Comictyp,NULL,NULL
18022,train,NULL,NULL
18024,Rhaann,NULL,NULL
18026,hds,NULL,NULL
18066,-=Re@p3r=-,NULL,NULL
18027,pawliko,NULL,NULL
19017,iTrade,NULL,NULL
18036,bigm,NULL,NULL
18040,Sellervn.net,NULL,NULL
18029,RaZ0R,NULL,NULL
18030,eXact,NULL,NULL
18053,"Wind of North",232,"Pay TV / Onlineradio"
18031,m1sc,328,"Newbie Market"
18032,darkeN,NULL,NULL
18033,RealAsCounterfeitMoney,NULL,NULL
18034,Baenne,220,"Gaming Accounts"
18035,casan0va,NULL,NULL
18089,zeus2010,NULL,NULL
18067,xAUBER,NULL,NULL
18037,MarQ,NULL,NULL
18041,SpeckBert,NULL,NULL
18038,DjonDegved,249,Offtopic
18039,Sort.cc,249,Offtopic
18043,Learning,328,"Newbie Market"
18045,laserjet5555,NULL,NULL
18047,STINAC,329,"Newbie Searching"
18118,"f l i x",NULL,NULL
18048,Magg0t,NULL,NULL
18049,Flexer,NULL,NULL
18209,freeman,NULL,NULL
18051,l33tn4p,218,"Hochwertige Accounts"
18052,fleek,NULL,NULL
18060,r0adrunner,328,"Newbie Market"
18055,chinchilla,NULL,NULL
18054,cV²,322,"<font color=#FF8C00>Stuff / Goods</font>"
18057,KeyStore,313,"Allgemeines Archiv"
18437,SleepyHollow,NULL,NULL
18058,.:Ice-Tea:.,NULL,NULL
18068,FlyinRhino,NULL,NULL
18125,taliman1337,209,Carding/Instorecarding
18059,trax,NULL,NULL
18061,Rakete,NULL,NULL
18062,69boy,329,"Newbie Searching"
18063,raposito007,171,"Virtual Carding"
18064,Klassi,328,"Newbie Market"
18065,misterman,NULL,NULL
18069,cannot,NULL,NULL
18070,MöööP,NULL,NULL
18088,Aventis,NULL,NULL
18498,Syker,NULL,NULL
18072,ZuineG,181,"Zahlungsmethoden und Cashout"
18071,cardhacker,NULL,NULL
18073,Mr_XXX,NULL,NULL
18074,pelebe05,NULL,NULL
18075,parasilent,NULL,NULL
18076,Ccolabeat,NULL,NULL
18079,xdgn,NULL,NULL
18077,truckstore24,NULL,NULL
18332,fillip2010,224,"Payment Accounts + CC's"
18407,qay101,NULL,NULL
18108,Mr.HOOKA,NULL,NULL
18081,ramss,NULL,NULL
18082,ScreaM,NULL,NULL
18092,DDUCK,NULL,NULL
18084,mRv[NN],NULL,NULL
18123,Weedgod,NULL,NULL
18656,pol3,NULL,NULL
18083,"mr.ru pwnd",NULL,NULL
19112,Lethios,NULL,NULL
18102,cica,NULL,NULL
18085,eletrag,NULL,NULL
18086,clx,NULL,NULL
18512,LUK3,188,Vorstellungen
18087,pseudonym,NULL,NULL
18159,Janafor,NULL,NULL
18549,carnivore_Animal,NULL,NULL
18090,hoddpride,NULL,NULL
18091,Galaxy-s,329,"Newbie Searching"
18093,MIIIK,181,"Zahlungsmethoden und Cashout"
18132,akabu7,183,Diskussionen
18095,infinity,NULL,NULL
18106,ThePu,NULL,NULL
18097,Fdisk,NULL,NULL
18100,Kawasaki,NULL,NULL
18185,tanga,NULL,NULL
18098,RUssKI,NULL,NULL
18101,tarnkappe,NULL,NULL
18103,dosetk,NULL,NULL
18104,xored,NULL,NULL
18779,alihassan2050,NULL,NULL
18112,GreenBowLz,NULL,NULL
18377,GrandMana,NULL,NULL
18105,crystalmeth,NULL,NULL
18110,MarlboroMan,224,"Payment Accounts + CC's"
18107,ZeRaX,NULL,NULL
18718,dadaj2o,NULL,NULL
18109,RADDRAGON,NULL,NULL
18122,marmue77,NULL,NULL
18111,staco_colly,NULL,NULL
18288,JackOmO,328,"Newbie Market"
18119,Luzifer,328,"Newbie Market"
18116,smoozer,NULL,NULL
18201,Resort,188,Vorstellungen
18113,Unlimited,188,Vorstellungen
18114,s34mu5,NULL,NULL
19022,Feros,NULL,NULL
18115,rew,NULL,NULL
18128,Dr.HouseMeister,328,"Newbie Market"
18117,gwapp,NULL,NULL
18120,horstf.ick,221,"Warez Accounts"
18121,Crim!naL,NULL,NULL
18154,traxx,NULL,NULL
18137,segphault,NULL,NULL
18124,Heinnelbas,NULL,NULL
18462,S116,NULL,NULL
18126,kelhim,NULL,NULL
18129,sonadora,NULL,NULL
18130,Wee,NULL,NULL
18172,.Neo,NULL,NULL
18131,allammo222,NULL,NULL
18133,"Verbotene Wahrheit",188,Vorstellungen
18134,carlcoxxx,181,"Zahlungsmethoden und Cashout"
18135,Hardcorex3,NULL,NULL
18136,NaNoXiD,188,Vorstellungen
18406,ptr1984,NULL,NULL
18265,keyjey09,188,Vorstellungen
18402,petergonzalez,NULL,NULL
18140,Sillakilla,NULL,NULL
18138,R3AS0N,226,"Support / Kritik / Verbesserungsvorschläge"
18139,podi,NULL,NULL
18160,Dott222,NULL,NULL
18141,Outlaw,NULL,NULL
18142,PerwijKlas,NULL,NULL
18143,Abi,NULL,NULL
18144,AeroxSport,NULL,NULL
18145,flashslider,NULL,NULL
18163,kAANNEE,NULL,NULL
18146,Onlyserver,NULL,NULL
18147,meisterlampe,NULL,NULL
18151,kartoffl,NULL,NULL
18459,13lime37,NULL,NULL
18148,user0000,NULL,NULL
18149,Wazzzz,277,Board-Polizei
18156,JayNike,328,"Newbie Market"
18150,11ww,NULL,NULL
18153,captemmy,NULL,NULL
18152,slicer,209,Carding/Instorecarding
18453,hidden197,NULL,NULL
18155,OnFir3,NULL,NULL
18210,papierkorb,NULL,NULL
18157,AnAboL,NULL,NULL
18319,spoofhunter,NULL,NULL
18158,r3flexive,NULL,NULL
18500,Mason86,NULL,NULL
18165,chakra,328,"Newbie Market"
18162,DDoS-Service,195,"<font color=#FF8C00>Malware</font>"
18197,Maddin18,NULL,NULL
18164,fmyers,NULL,NULL
18166,ripper,328,"Newbie Market"
18216,tooka,NULL,NULL
18189,DarkProtector,NULL,NULL
18167,Ojj,NULL,NULL
18168,isterio,NULL,NULL
18758,x4bot,NULL,NULL
18169,box,NULL,NULL
18212,Bob1337,NULL,NULL
18170,Sleipnir,218,"Hochwertige Accounts"
18171,Luskatof,217,Droping/Packstation/Pickpoints...
18372,MagicMan,NULL,NULL
18175,molot,NULL,NULL
18615,SmokyMcPott,NULL,NULL
18173,SuiZiD,188,Vorstellungen
18174,neth,231,Botnet
18176,Wallstreet,NULL,NULL
18177,hatamahata,NULL,NULL
18178,fourtwenty,NULL,NULL
18179,Second,209,Carding/Instorecarding
18180,Skibadee,NULL,NULL
18181,goldaxinc,NULL,NULL
18182,scoz,NULL,NULL
18183,13money37,328,"Newbie Market"
18184,jahjah,NULL,NULL
18186,Barney5t1n50n,220,"Gaming Accounts"
18187,cr4nk,NULL,NULL
18194,needids,188,Vorstellungen
18990,JainJoures,NULL,NULL
18205,serialkisser,NULL,NULL
18188,ASP#C,NULL,NULL
18280,mongo,NULL,NULL
18198,hju9397,NULL,NULL
18190,Ludolfs,NULL,NULL
18191,Assassins,NULL,NULL
18192,olanga,NULL,NULL
18195,JDG,NULL,NULL
18196,Sprengmeister,NULL,NULL
18200,fnatix,NULL,NULL
18199,sam,NULL,NULL
18202,taschenrechner,NULL,NULL
18291,rocky,329,"Newbie Searching"
18203,hurensohn,NULL,NULL
18289,neoninho,181,"Zahlungsmethoden und Cashout"
18204,hundesohn,NULL,NULL
18617,Montano,NULL,NULL
18268,weesel,NULL,NULL
18704,adv0k4t,NULL,NULL
18206,JESUS187,328,"Newbie Market"
18207,houssamm,NULL,NULL
18208,LiipTon,NULL,NULL
18231,ts3-hosting,188,Vorstellungen
18337,lukee,NULL,NULL
18281,Alex64,NULL,NULL
18234,errordatalost,209,Carding/Instorecarding
18211,N3v10,NULL,NULL
18214,lastman,251,Sonstiges
18239,xlazvegaz,NULL,NULL
18275,dsmfireman,NULL,NULL
18213,Kingpin,NULL,NULL
18215,misspam,NULL,NULL
18217,dpgc,NULL,NULL
18227,0day,NULL,NULL
18221,paymate,238,Trojaner
18218,Ruffy,NULL,NULL
18219,Joka,NULL,NULL
18220,PsYkO,244,"Karten reader/writer"
18222,Successful,NULL,NULL
18223,virmax,328,"Newbie Market"
18224,jojoomgasd,183,Diskussionen
18238,H1xxAr,328,"Newbie Market"
18360,evil32,NULL,NULL
18233,s3n0l,218,"Hochwertige Accounts"
18225,luky33,277,Board-Polizei
18226,moses908,NULL,NULL
18228,addon,188,Vorstellungen
18229,vandumps,188,Vorstellungen
18230,3s7s1d3,NULL,NULL
18302,Brix,224,"Payment Accounts + CC's"
18232,blackproxy,NULL,NULL
18358,d.w.,NULL,NULL
18235,megaloh,NULL,NULL
18248,ViRuS1337,249,Offtopic
18236,m_02_03,328,"Newbie Market"
18237,CodeRed,209,Carding/Instorecarding
18988,johnbrown,NULL,NULL
18241,kickboxer,188,Vorstellungen
18240,törtel,NULL,NULL
18242,Goldenstyle,NULL,NULL
18243,__redruM__,NULL,NULL
18244,Zorator,328,"Newbie Market"
18245,Cyber-sh0t1,NULL,NULL
18401,"HOLY GHOST",NULL,NULL
18246,lked,NULL,NULL
18247,bert,NULL,NULL
18256,aaaaaaaa,NULL,NULL
18824,morpheus123,NULL,NULL
18249,hack012,NULL,NULL
18250,SchwarzeWitwe,211,"Goods / Drugs / Self Defense"
18251,dehe,NULL,NULL
18252,"Homer Montana",NULL,NULL
18253,pianoman,NULL,NULL
18255,sh0ggi,188,Vorstellungen
18254,"Lord Be@",188,Vorstellungen
18306,Marlboro,NULL,NULL
18432,4ubrik,NULL,NULL
18257,Mopsy,NULL,NULL
18285,Horst69,NULL,NULL
18258,moolah,NULL,NULL
18299,AKK!,NULL,NULL
18259,Kratos,NULL,NULL
18260,NoLimits1337,NULL,NULL
18261,weedking,328,"Newbie Market"
18267,Valid-cc,NULL,NULL
18262,EliteUser,NULL,NULL
18263,akwaba100,NULL,NULL
18264,paradisenow,NULL,NULL
18266,MrNice,NULL,NULL
18270,Black,NULL,NULL
18271,sowi,NULL,NULL
18272,KriminellesOstdeutschland,NULL,NULL
18269,cheech,328,"Newbie Market"
18273,s4Le,329,"Newbie Searching"
18546,Floriano_666,NULL,NULL
18276,exocadiR,188,Vorstellungen
18277,xEn,NULL,NULL
18278,johan88,NULL,NULL
18309,cyb3rgh0st_,NULL,NULL
18344,Ik4ru5,NULL,NULL
18279,polonium,NULL,NULL
18776,!Saf@,219,"VPN/ Proxies"
18282,mrkrabs,NULL,NULL
18283,locke552,NULL,NULL
18313,lozano,NULL,NULL
18286,DrBlokk,NULL,NULL
18801,mcweed,NULL,NULL
18287,candyman,NULL,NULL
18333,#Canutto,NULL,NULL
18341,asgard,NULL,NULL
18292,LotusBlume,NULL,NULL
18293,Ingo,NULL,NULL
18296,Vic-socks,NULL,NULL
18294,flow,NULL,NULL
18297,Faceman,NULL,NULL
18305,qwertzua,NULL,NULL
18298,iraner,NULL,NULL
18603,razorvip,NULL,NULL
18599,casheer,328,"Newbie Market"
18300,D420,NULL,NULL
18335,leeman,NULL,NULL
18303,Livefree,173,"Identification &amp; Documents"
18301,b00ker,NULL,NULL
18330,mattex,NULL,NULL
18314,rory.alan,NULL,NULL
18304,russiaboy,183,Diskussionen
18307,thuglife1,NULL,NULL
18308,1Onlyserver1,NULL,NULL
18310,gunchik,NULL,NULL
18312,djalex33,NULL,NULL
18315,beuteltier,223,Identitäten/Docs/IDs/
18394,ilikeyou,NULL,NULL
18316,kleinkoe,328,"Newbie Market"
18317,fr33,223,Identitäten/Docs/IDs/
18318,mablutze,222,"Sonstige Accounts"
18321,Spicy,NULL,NULL
18320,SigmundFreud,NULL,NULL
18322,InvaderzAcc20,329,"Newbie Searching"
18326,Zogga,NULL,NULL
18323,randum,NULL,NULL
18324,ich,NULL,NULL
18331,FreeB,NULL,NULL
18325,BIGJOE,NULL,NULL
18327,wisky,NULL,NULL
18329,GameCube,249,Offtopic
18334,psy,NULL,NULL
18720,pixelfake,NULL,NULL
18701,darbz22,NULL,NULL
18336,reason,NULL,NULL
18431,accoz,NULL,NULL
18936,drotoblog,NULL,NULL
18339,Kashim,NULL,NULL
18338,DarkShock,224,"Payment Accounts + CC's"
18604,eSTARR.,NULL,NULL
18642,Verifuckation,NULL,NULL
18645,S1lenT,NULL,NULL
18342,st0leN,NULL,NULL
18340,notfound,NULL,NULL
18491,Matrix,NULL,NULL
18346,onkel1337,NULL,NULL
18343,Admiral,NULL,NULL
18383,Nadelbaum,NULL,NULL
18345,Chekka,NULL,NULL
18349,10111,NULL,NULL
18387,hustla,171,"Virtual Carding"
18347,mev1211,NULL,NULL
18348,Norge,NULL,NULL
18353,theboy,NULL,NULL
18350,MasterCard,249,Offtopic
18351,jpeso,NULL,NULL
18957,gomplen,NULL,NULL
18354,overpawnt,NULL,NULL
19100,meninblack05,NULL,NULL
18356,bolaadelsadek,NULL,NULL
18384,xghost,NULL,NULL
18378,thepushaone,NULL,NULL
18355,xxc_x,NULL,NULL
18362,TheDoctor,NULL,NULL
18359,Milhouse,328,"Newbie Market"
18361,Mohnlight,249,Offtopic
18363,daten111,NULL,NULL
18364,bernard89,NULL,NULL
18366,1GeeHit,NULL,NULL
18368,Cortn,NULL,NULL
18370,green_of_dutch,NULL,NULL
18371,attribut,NULL,NULL
18405,jeremy_r,NULL,NULL
18413,Hyperion,NULL,NULL
18769,Duong_Bmt,241,"Real Carding"
18417,Lane.Legend,NULL,NULL
18373,P0TAT0,NULL,NULL
18374,Beef,NULL,NULL
18382,alljob,NULL,NULL
18380,externus,NULL,NULL
18375,tomi34,NULL,NULL
18376,thepusha,NULL,NULL
18379,pr0gam4rx3,188,Vorstellungen
18381,Blackscreen,NULL,NULL
18389,cyberdynecorpt2,NULL,NULL
18385,davidschneider,NULL,NULL
18386,dR.DR€,NULL,NULL
18388,dr.bob,NULL,NULL
18695,skreamous,208,"Real carding talk"
18390,darknutz,NULL,NULL
18510,jehaa,NULL,NULL
18391,jentu,NULL,NULL
18398,fairplaya,219,"VPN/ Proxies"
18397,nandrolon,193,"Social Engeneering"
18392,oidahans,NULL,NULL
18393,monmon,NULL,NULL
18662,Mastermind,NULL,NULL
18395,williams6030,NULL,NULL
18416,sedrick,328,"Newbie Market"
18396,iff13,NULL,NULL
18404,petergonzalezmp3,NULL,NULL
18399,jentle,NULL,NULL
18400,ehrenswerter_partner,NULL,NULL
18721,fr0zenm,NULL,NULL
18403,TrackMarked™,NULL,NULL
18706,princelaw,NULL,NULL
18408,crypt9tz,NULL,NULL
18409,exa,NULL,NULL
18410,johnpetersen,NULL,NULL
18411,mavrodi,241,"Real Carding"
18412,DennYx3,181,"Zahlungsmethoden und Cashout"
18414,DHAW,NULL,NULL
18415,FRAUDSERVICE,NULL,NULL
18516,unpeche,NULL,NULL
18424,Alphatier666,NULL,NULL
18418,molto,NULL,NULL
18419,ubuntu023,NULL,NULL
18420,OneOne1,NULL,NULL
18421,moneyexchangevn,181,"Zahlungsmethoden und Cashout"
18461,Can219,NULL,NULL
18422,pe!ep,NULL,NULL
18446,fatal.exploiter,NULL,NULL
18423,fickdich,NULL,NULL
18427,nah,NULL,NULL
18425,nhockewell,181,"Zahlungsmethoden und Cashout"
18426,busted,NULL,NULL
18428,STONE,NULL,NULL
18429,loadfair,188,Vorstellungen
18443,poolstar,NULL,NULL
18621,DJDeniz,NULL,NULL
18434,GKC,NULL,NULL
18457,Slayth,NULL,NULL
18561,antheho,NULL,NULL
18433,pimpis,265,"Tools / Software"
18435,OG24,NULL,NULL
18436,jjmoney882,241,"Real Carding"
18438,fortyforty,NULL,NULL
18802,BBQ,NULL,NULL
18439,Bl4ckD0g,NULL,NULL
18440,ready187,NULL,NULL
18441,cyberdream,NULL,NULL
18442,bert729,NULL,NULL
18750,winkmen,NULL,NULL
18444,c-hunter,NULL,NULL
18452,yaboy,NULL,NULL
18528,UnknownCarder,188,Vorstellungen
18445,success,NULL,NULL
18471,MeTa,NULL,NULL
18451,User666,NULL,NULL
18447,peter123,NULL,NULL
18448,montana1,NULL,NULL
18466,delirium,329,"Newbie Searching"
18449,yaq998,NULL,NULL
18450,elsamo,NULL,NULL
18456,&#1057;arloss,328,"Newbie Market"
18454,br1ck,NULL,NULL
18455,Hinataa,NULL,NULL
18502,likvid,NULL,NULL
18587,Capone,188,Vorstellungen
18458,hallu,NULL,NULL
18460,ventilator1,NULL,NULL
18463,Buzzet,NULL,NULL
18860,xstp,NULL,NULL
18755,kazzo123,NULL,NULL
18465,Shishaa,328,"Newbie Market"
18464,mikpo,NULL,NULL
18759,Apfelbaum,NULL,NULL
18506,illegal,NULL,NULL
18469,nessado,NULL,NULL
18467,Yakuza61,220,"Gaming Accounts"
18468,Juego,231,Botnet
18470,dropmyiphone,NULL,NULL
19122,ma7ba9,NULL,NULL
18859,"Johny Cash",NULL,NULL
18472,longtimenosee,183,Diskussionen
18489,CC-Seller,NULL,NULL
18563,Elite,188,Vorstellungen
18475,t3cm4n,NULL,NULL
18474,vague,NULL,NULL
18473,jogitoxxx,NULL,NULL
18476,Nighthawk,181,"Zahlungsmethoden und Cashout"
18477,deLphi,NULL,NULL
18478,SuperNova,328,"Newbie Market"
18479,flapux,NULL,NULL
18480,yimsydare,NULL,NULL
18481,smove187,251,Sonstiges
18482,RealGuerillia,NULL,NULL
18483,d3rdon,NULL,NULL
18772,zar,NULL,NULL
18485,rcharles,NULL,NULL
18484,ASDF12345,NULL,NULL
18486,MLansky,NULL,NULL
18487,ferary,NULL,NULL
18488,leone,NULL,NULL
18490,Fl1sa,NULL,NULL
18493,J3SUS,NULL,NULL
18492,superFLOWus,NULL,NULL
18495,samuel,NULL,NULL
18494,Jamal,NULL,NULL
18507,dennisjaneway,NULL,NULL
18677,Horstilein,NULL,NULL
18496,gaara,NULL,NULL
18497,Seventy,NULL,NULL
18505,fishfish,NULL,NULL
18499,syndicate,NULL,NULL
18501,realdump,NULL,NULL
19062,Raide,NULL,NULL
18504,timo91,NULL,NULL
18515,El_toronto,NULL,NULL
18647,darkawake,NULL,NULL
18503,ristorante,217,Droping/Packstation/Pickpoints...
18511,"cvv hunter",NULL,NULL
18508,LasVegas,NULL,NULL
18509,KaLo,NULL,NULL
18513,pakihacker,NULL,NULL
18525,dude2k,NULL,NULL
18514,AstanoL,NULL,NULL
18517,zazzamx,NULL,NULL
18518,Caeco,NULL,NULL
18532,ANTi,NULL,NULL
18533,dxam,181,"Zahlungsmethoden und Cashout"
18519,"the jack",251,Sonstiges
18526,toxic-shock,NULL,NULL
18851,GoldBomb,NULL,NULL
18520,Golf3,NULL,NULL
18521,hans0r,NULL,NULL
18522,elipse,NULL,NULL
18523,lolman23,220,"Gaming Accounts"
18524,gasgigant,NULL,NULL
18527,kpSx64,NULL,NULL
18529,harleqin,NULL,NULL
18530,Gandalf47,NULL,NULL
18531,Bitrush,NULL,NULL
18747,bcmednet,NULL,NULL
18886,Spik3,NULL,NULL
18534,"World KL",NULL,NULL
18535,neverdie,NULL,NULL
18536,goodfella101,NULL,NULL
18594,shneezin,NULL,NULL
18537,Sharkyy,NULL,NULL
18538,grewup,NULL,NULL
18539,Marky,188,Vorstellungen
18813,RID3R,258,Lifestyle
18735,oscar911,NULL,NULL
18540,Runky,NULL,NULL
18541,Lehertes,328,"Newbie Market"
18542,Kacar44,NULL,NULL
18562,killbaulitz,181,"Zahlungsmethoden und Cashout"
18543,Pittbull,328,"Newbie Market"
18612,activox,NULL,NULL
18901,s4r4ny,NULL,NULL
18828,ant3,NULL,NULL
18557,NiGhT.X,NULL,NULL
18544,ipfw,NULL,NULL
18545,infraud,189,Tutorials
18564,GFRobin,328,"Newbie Market"
18547,{FreaK},NULL,NULL
18550,xl500r,NULL,NULL
18548,gr4u3r,NULL,NULL
18762,pavelko1337,NULL,NULL
18551,TheUnknown,NULL,NULL
18552,rottenbones,NULL,NULL
18553,stalker31,NULL,NULL
18646,docspyder,NULL,NULL
18589,mrk,NULL,NULL
18554,tsheburashka,222,"Sonstige Accounts"
18555,Tunnox,NULL,NULL
18556,AmoK2104,218,"Hochwertige Accounts"
18558,caardwark,NULL,NULL
18858,p0wny,NULL,NULL
18588,P1db,NULL,NULL
18559,theincredibl,NULL,NULL
18560,Zymobacter,NULL,NULL
18565,Raulduke,188,Vorstellungen
18930,abrakadabra,NULL,NULL
18584,telefon19,217,Droping/Packstation/Pickpoints...
18566,creo,NULL,NULL
18567,donaldduck,NULL,NULL
18568,Ladykiller2,NULL,NULL
18569,Prime,188,Vorstellungen
18614,Anno,292,"Programmierung Allgemein"
18644,atabey,NULL,NULL
18570,MrXX,NULL,NULL
18571,BapBap,NULL,NULL
18572,Nanostray1337,NULL,NULL
18573,kijiji,231,Botnet
18574,7lit,NULL,NULL
18575,N30p0l4n,NULL,NULL
18576,marioballo,181,"Zahlungsmethoden und Cashout"
18577,youhappy,NULL,NULL
18678,z0mg,NULL,NULL
18578,chbHustler,NULL,NULL
18580,wizard22,NULL,NULL
18583,Sexy1339,NULL,NULL
18579,sk1nnyjeanz,NULL,NULL
18595,sanderzone,188,Vorstellungen
18581,vace,NULL,NULL
18582,gfdgdfgda,NULL,NULL
18585,AlaBehind,NULL,NULL
18586,borga,NULL,NULL
18638,Alfa,NULL,NULL
18613,K@lle,NULL,NULL
18651,CubeM,NULL,NULL
18590,Souldestry,NULL,NULL
18591,slayer,NULL,NULL
18627,br3aveheart,181,"Zahlungsmethoden und Cashout"
18592,qwertz,328,"Newbie Market"
18593,harper,249,Offtopic
18707,bbpx,NULL,NULL
18716,Merlin132,NULL,NULL
18597,weedster,NULL,NULL
18598,houcine,NULL,NULL
18600,ColumbusWagner,188,Vorstellungen
18606,"Nelson Muntz",188,Vorstellungen
18601,Robertloushia,NULL,NULL
18713,d3fqon,329,"Newbie Searching"
18602,_Kerber0s_,265,"Tools / Software"
18605,Pilskopf,328,"Newbie Market"
18680,dumpstore,171,"Virtual Carding"
18608,La$tiksO,NULL,NULL
18607,"Justin Carr",NULL,NULL
18609,hammer,NULL,NULL
18610,DJ.Cock,NULL,NULL
18611,Barny,NULL,NULL
18623,klaud,NULL,NULL
18618,AbOuT,NULL,NULL
18616,bugmenot4,NULL,NULL
18619,Tha_Playah,NULL,NULL
18620,Visually1,NULL,NULL
18626,xxMagicxx,NULL,NULL
18622,hakim_81,NULL,NULL
18671,meinereiner,328,"Newbie Market"
18624,diana_cioroianu,NULL,NULL
18625,chkmie,220,"Gaming Accounts"
18628,nordiii,NULL,NULL
19070,gb3005,NULL,NULL
18636,ArshaviiN,221,"Warez Accounts"
18631,Belzebub69,188,Vorstellungen
18629,hack76,NULL,NULL
18630,FarmerJoe,NULL,NULL
19001,k4p109,NULL,NULL
18632,Rorken,NULL,NULL
18633,EXIF,189,Tutorials
18643,sn00py,246,"Software &amp; OS"
18634,kitoko,NULL,NULL
18635,p1p3,NULL,NULL
18637,CyberSt0rm,188,Vorstellungen
18921,Jackson03,NULL,NULL
18965,kaiza65,NULL,NULL
18667,crazyworks,NULL,NULL
18640,smokedog,NULL,NULL
18639,arceyhl,NULL,NULL
18688,Sp1rit,NULL,NULL
18641,AxWalt,329,"Newbie Searching"
18668,knüppelkäse,NULL,NULL
18669,OscaR,NULL,NULL
18719,Phishing-Templates,328,"Newbie Market"
18649,_confuse_,NULL,NULL
18838,Strecker,NULL,NULL
18650,Mighty12,188,Vorstellungen
18653,NeXus,NULL,NULL
18652,Kasy,NULL,NULL
18654,sQuezze,328,"Newbie Market"
18655,royalsky,NULL,NULL
18929,ch34t3r,NULL,NULL
18660,michel,189,Tutorials
18657,b2dreptile,NULL,NULL
18722,SQL,329,"Newbie Searching"
18658,Fischmob,NULL,NULL
18659,ad0n,NULL,NULL
18661,rabaduck,NULL,NULL
18697,mianrehan,NULL,NULL
18663,Bee,328,"Newbie Market"
18664,Quota,NULL,NULL
18997,Benji23,NULL,NULL
18754,Devil,NULL,NULL
18665,josesito6342,NULL,NULL
18666,slaw8899,NULL,NULL
18685,Glow,NULL,NULL
18733,H8Punk,NULL,NULL
18670,Weeezy,NULL,NULL
18672,tobi-t,NULL,NULL
18673,c1k,328,"Newbie Market"
18918,Kingpin1476,NULL,NULL
18675,macbook,NULL,NULL
18674,T3rm1,328,"Newbie Market"
18676,arschiii,NULL,NULL
18679,Hermann,NULL,NULL
18850,frozen,NULL,NULL
18681,Future2,NULL,NULL
18682,iRipper,NULL,NULL
18683,NameDavid,NULL,NULL
18686,haxx0r,NULL,NULL
18684,dl39,NULL,NULL
18687,x1911,NULL,NULL
18689,Neyixo,NULL,NULL
18690,IcedRain,NULL,NULL
18774,Hello_1,NULL,NULL
18691,mario.nette,NULL,NULL
18692,MizFit,NULL,NULL
18693,Kanax,NULL,NULL
18698,dowhatugot,NULL,NULL
18694,adios,NULL,NULL
18757,2Fingers,NULL,NULL
18696,"Al Fraud",NULL,NULL
18699,Lightbringer,NULL,NULL
18700,mazdars22,NULL,NULL
18943,in-fraud,NULL,NULL
18702,nikon_91,NULL,NULL
18703,ArnoNuehm,188,Vorstellungen
18712,"mR. fresh",NULL,NULL
19003,n3tz3ro,NULL,NULL
18705,xiln,NULL,NULL
18708,super1,NULL,NULL
18709,unfamed22,NULL,NULL
18710,Dreamy,NULL,NULL
18711,slapaho3,171,"Virtual Carding"
18714,velianko1,NULL,NULL
18715,sn1ff3r,NULL,NULL
18984,jammthw,NULL,NULL
18725,erikhoat,NULL,NULL
18717,Marlon,NULL,NULL
18727,zero_cool,NULL,NULL
18723,sp€cht,NULL,NULL
18724,LaVantes,NULL,NULL
18745,Erebos,188,Vorstellungen
18726,kukumalu,NULL,NULL
19010,Wayne',NULL,NULL
18741,algisbudelis,NULL,NULL
19036,supermega,NULL,NULL
18734,Nasuhi,NULL,NULL
18728,XTC,NULL,NULL
18729,lovemachine,NULL,NULL
18730,b550008,NULL,NULL
18731,nextleveljigsaw,NULL,NULL
18732,yaZu,NULL,NULL
18978,MESSI10,188,Vorstellungen
18795,DamnViiruS,NULL,NULL
18737,187umkillah,NULL,NULL
18739,kellbush,NULL,NULL
18738,peitz,NULL,NULL
18740,Tr1pl3,188,Vorstellungen
18742,Jok3r2,188,Vorstellungen
18785,Senya,NULL,NULL
